,Text,Label
569,  некоторые номера не записиваются ,2.0
570,не работает исходящая связь  не работает исходящая связь идут короткие гудки как на внутренние так и на внешние номера ,2.0
571,  невозможно войти пользователем и паролем адрес сервера сервер не пингуется,2.0
572,не распределяется вызов  звонок поступает на звонящий прослушивает объявление и дальше звонок не распределяется в трубке у звонящего тишина ,2.0
573,отсутствует доступ из офиса йоты в спб до мф  авария отсутствует доступ из офиса йоты в спб до мф подробное описание в настоящее время отсутствует доступ из офиса йоты в спб до мегафона пинг до отсутствует так же нет доступа до почтового сервера просьба проверить ,2.0
574,требуется балансировка трафика альметьевск лениног  из за аварии на участке мензелинск актаныш подскачил трафик м у альметьевском и лениногорском там сейчас задействовано только канала по трафик подскочил вероятнее всего пропускной способности не хватит ,2.0
575,авария на межгородском канале мегафон москва сан  канал между мск площадка и спб цод репищева влан ,2.0
576,не работает сеть бц атлантик сити этаж  добрый день не работает ни вай фай ни проводная сеть не отвечает офисный домен контроллер   мильков паша ага походу туннель лег   мильков паша от офиса до цода  мильков паша трейс на циске в цоде кончается,2.0
577,вновь проблемы с мфу  вновь возникают прежние проблемы с доступом к мфу заявка за не удается установить связь со сканером мфу при попытке сканировать документы ,2.0
578,не работает белый интернет по расписанию  при попытке сохранить настройки доступа в интернет по расписанию услуга белый интернет абоненту выдаётся сообщение об ошибке абонент на абонент на ,2.0
579,ошибка  доброе утро в аттаче ошибка при выборке из ,2.0
580,не поднимаются на  упали интерфейсы в сторону всего линков    в логах следующие сообщения пробовали пересоздавать интерфейсы обнуляли настройки всех передергивали патчи и модуль удаленно и физически на ответной стороне перетыкали патчи и перезагружали железку целиком транспорт проверили ставили по трассе завороты интерфейсы поднимались завороты ставились вплоть до цыски в майкопе,2.0
581,в до в г реутов недоступны ресурсы головного оф  в до в г реутов недоступны ресурсы головного офиса,2.0
582,потеря связи в офисе  офис по адресу варшавское шоссе а недоступен просьба проверить на чьей стороне проблема,2.0
583,нет связи бс с мме   авария на бс санкт петербург невский пр д нет связи бс с мме авария на бс   просьба проверить тракт,2.0
584,ошибка в админке телефонии  ошибка в админке телефонии ,2.0
585,не работает сервис динамический аон на площадке  прошу организовать восстановление сервиса динамический аон недавно прекратилась подмена аон передается один и тот же номер из данного пула предпринятые меры реанимации с нашей стороны в том числе перезагрузка не дали положительного результата ,2.0
586,не проходит авторизация в на оборудование  скартелдобрый день не удается попасть в оборудования например и авторизация на оборудование проходит но при попытке сделать пароль не подходит пробую пароль тот же с которым авторизовался на оборудование просьба исправить ,2.0
587,не поднимаются карты в  включение питания и переустановка карт не помогли проблема с двумя картами на обоих роутерах ,2.0
588,не работает услуга расписание у абонента  не работает у клиентов услуга белый интернет не работает включение и отключение в заданное время трафика абонент настраивает расписание но оно слетает через час ,2.0
589,не блокируются при пиковой нагрузке  во время проверки списка для блокировки в файле конечной конфигурации который загружается на процеру возникают случаи когда при пиковой нагрузке оборудования открываются некоторые из указанного списка при последующей проверке когда нагрузка спадает на оборудование данные успешно блокируются список которые при пиковой нагрузке процеры не блокируются а должны были блокироваться не статичен ,2.0
590,доступ к ресурсам головного офиса  сотрудники офиса в сыктывкаре жалуются что не могут получить доступ к ресурсам головного офиса есть подозрение что дело в маршрутизации т к сыктывкар подключен общей сети банка через офис в вологде прошу помочь в решении данной проблемы ,2.0
591,упало соседство по  заблокировалось соседство по по превышению префиксов между сайтом и днсом ,2.0
592,саратов нет доступа в интернет  добрый день в филиале отсутствует доступ в интернет проверьте пожалуйста в саратове она недоступна приоритет высокий с уважением филипп короновведущий специалистгруппы сопровождения сетевого оборудования и информационной безопасностиоао ск альянс озерковская наб д москва россиятел  доб факс  моб  ,2.0
593,скартел замена неисправной платы  скартелдобрый день вышла из строя карта модель карты плата установлена в слот маршрутизатора серийный номер неизвестен необходима замена максимчук илья эксплуатация пакетной транспортной сети мегафон ецус запад фэс тс пакетные сети ,2.0
594,ск альянс недоступен шлюз в челябинске  доброе утро коллеги у нас двое суток не пингуется шлюз в челябинске   посмотрите пожалуйста с уважениемвалерий гарейшин ,2.0
595,ошибки при использовании канала мультимедия  коллеги добрый день у некоторых сотрудников начали появляться ошибки связанные с мультмедией блокирующие работу понели на пример пользователь аналогично у сотрудника при изменении на другой функционирует корректно при изменении конфигурации на не содержащую мультимедию функционирует корректно вход в с мультимедией дает следующую ошибку прошу устранить данную проблему приоритет выше среднего с уважением гущин александрглавный специалист управление проектирования корпоративной информационной системы оао согаз тел вн ,2.0
596,невозможно подключиться к сети  невозможно подключиться к сети ,2.0
597,не работает поиск в почте через  коллеги добрый день очень важный запрос не работает поиск в почте через некоторые сотрудники занимающие ключевые должности работают только через веб интерфейс поэтому очень важно как можно быстрее починить поиск писем ,2.0
598,некорректная работа на в у  коллеги добрый день в уфе наблюдяается нехорошая ситуация с картой сначала сентября закис порт в сторону каталистов переключили в октября полегли порты и в межрутерной перемычке чуть позже в сторону и в сторону попытали порт не поднимается сейчас подняли в на лицо какая то деградация карты сейчас имеем немалый риск влияния на сервисы ,2.0
599,с компа нет доступа к шарам на  с компа нет доступа к шарам на ,2.0
600,ошибки в и  добрый день коллеги у нас появились двух часовые записи в просьба исправить проблема критична с уважением шишурин владимирруководитель отдела технической поддержки о о ,2.0
601,нужна диагностика проблемы одновременное падение  произошло одновременное падение протоколов и на двух логи и схема в файле прошу дать заключение о возможных причинах проблемы ,2.0
602,при подаче электропитания не включается  при подаче электропитания не включается ,2.0
603,сервис остановлен на бекапном  остановлен и не запускается сервис   на сервере прошу помочь решить проблему ,2.0
604,восстановление номера  на телефоне с мас сбились настройки и телефон получил левый номер прошу восстановить номер закрепленного за ,2.0
605,не могу подключиться к серверу  срочно нужна помощь,2.0
606,скартел сбой маршрутизатора  добрый день коллеги просьба сохранять в копии всех участников переписки сегодня ночью переезжала скартела в калуге после включения питания на ней слетел весь а так же не запустилась карта инвентарные данные ниже карту переставляли из го слота во торой но не помогает       авторизация на коробке аварийно локальная такакс почему то не заработал поле всстаноления конфигурации просьба восстановить просьба помочь по проблеме карты и пояснить почему коробка попадает в ругается на низкое напряжение на батарейке питания а спасибо ,2.0
607,сбой диска  на сервере сбоит один из дисков жёлтая индикация на панели горит диска пересылалось ли автоматически к вам письмо с данной ошибкой и была ли заведена по нему заявка ,2.0
608,отсутствие связи  полностью пропала связь телефон входящие исходящие интернет ,2.0
609,недоступен уд парнас й верхний пер д  недоступен уд парнас й верхний пер д на уд й верхний пер д клиент жалуется на недоступность канала аварий от элтека по эп не было предположительно проблемы с оптикой или циской ,2.0
610,не работает маршрутизация поступающих звонков  при поступлении звонка или его обработке сотрудником группы при свободных специалистах групп и все последующие поступающие звонки не маршрутизируются на данные группы а стоят в очереди данная ситуация отслеживается с четверга наиболее показательна около ,2.0
611, не заработал после рестарта  добрый день не пингуется после рестарта в момент загрузки была ошибка синхронизации времени самое интресное что он пингует второй и корректен но за него пинг уже не идет может патч недоставился с уважением бочкарев евгенийначальник отдела телекоммуникационных технологий,2.0
612,недоступен шлюз в астрахани  доброе утро коллеги второй день недоступен шлюз в астрахани посмотрите пожалуйста см вложение с уважениемвалерий гарейшин ,2.0
613,   по информации от региона периодически падают сервисы у клиентов снялся частично приложил,2.0
614,циклически перезагружается  после перезагрузки узла не загружается циклически перезагружается в слоту по данной проблеме ранее заводился кейс приложен файл в котором видно что посылает в консоль сбойный ,2.0
615,не проходит авторизация  не проходит авторизация на возможно устройства нет в такаксе,2.0
616,проблемы с маршрутизацией  проблемы с маршрутизацией в москве предположительно на сайта некорректно работает рутинг в врф к примеру менеджмент ходит на ро нет так же сейчас регистрирутся проблемы по в московском регионе с в саратове и санкт петербурге ,2.0
617,очередной хард в  очередной хард в умер,2.0
618,неисправность модуля маршрутизатора уп       ,2.0
619,очередной гб хард  умер,2.0
620,сбой батареи  на сервере требует замены батарея контроллера прилагаю,2.0
621,не работает сервис установки объявлений через функ  при внедрении мы не могли проверить функционал т к не было сообщений как только мы их записали в студии мы открыли соответствующий запрос вы их туда добавили но функционал не работает поэтому ждем тогда ответа по заявке в степлоджик о которой вы написали в прошлом письме спасибо с уважением ,2.0
622,недоступность сервиса гис гмп  зоне сетевое устройство с адресом оно управлялось из вне с адреса по порту сейчас доступ потерян возможно из за неправильной маршрутизации прошу проверить настройки ,2.0
623,веб монитор  у нас ещё слетел веб монитор после патча ,2.0
624,  не работает переход связи когда пропадает связь на в филиалах дилижан арарат ,2.0
625,не работают группы идущие через  предполагаемый источник проблемы на мультикаст ходит на со стороны примеры неработающих групп чистили мультикаст маршруты не помгает вытащили из бандла по которому идет мультикаст один из портов мультикаст начал работать но из за высокой загрузки появились дропы на всех каналах определили что проблема с портом выключили и потом включили не помогло отвалились ещё каналы анализатор расположен на на этом оборудовании нет активных мультикаст маршрутов предположительно проблема с ой картой о чем говорят логи            ,2.0
626,ск альянс воронеж  добрый день в воронежском филиале ск альянс нет связи с цо просьба зарегистрировать заявку приоритет высокий ,2.0
627,не удается подключиться к обоим сетям новым у  добрый день не удается подключиться к обоим сетям новым устройствам предположительно проблема могла быть вызвана работами по миграции сервера с на на текущий момент работает старый сервер на нем изменений настроек не производилось проводным устройствам адреса раздаются корректно ,2.0
628,алексею кротову  отвалился ,2.0
629, в остановился сервис на рекор   в остановился сервис на рекордерах ,2.0
630,проблемы с интернетом  добрый день наблюдаем потери пакетов при проверке внешних ресурсов и тд прошу решить проблему,2.0
631,не стабильно работает этаж атлантик сити  добрый день не стабильно работает в правом крыле этажа устройств отваливаются от сети пример устройства          ,2.0
632,сбой диска  вышел из строя диск диска ,2.0
633,не работает группа дозвона  коллеги добрый день не работает группа дозвона изнутри и извне проверяли через с немецкой атс данная проблема критична т к это номер техподдержки просьба созвониться со мной в ближайшее время по телефону с уважением    ,2.0
634,жесткий диск вышел из строя  ошибка диска на сервере жесткий диск вышел из строя ,2.0
635,  оператор во время входа на не может принать звонки потому что включается в состоянии ,2.0
636,проблема с красноярском  доброе утро коллеги со вчерашнего вечера недоступен красноярск проверьте пожалуйста с уважениемвалерий гарейшин   ,2.0
637,циклический между двумя   после проведения плановых работ в рамках которых прерывалась связанность между двумя по каналу наблюдался циклический между двумя смена активной между и проходила примерно раз в секунд в качестве временного решения погасили интерфейс в сторону одной из по которому передавался клиентский трафик связь по интерфейсу осталась устройства равен времени прошедшему с момента отключения порта видно наличие на консоль устройства можно попасть по порт ,2.0
638, авария  добрый день просьба открыть заявку авария ,2.0
639,пропал доступ к сети  пропал доступ к сети за интерфейсом партнер ,2.0
640,не запускается  после отключения э п на узле не включается на индикация на лицевой стороне отсутствует не горят на печатной плате горит светодиод зеленого цвета на индикация есть зеленый по консоли не отвечает переключение блоков питания не помогает извлечение и возвращение его в слот не помогает перезагрузка по питанию не помогает ,2.0
641,оао ск альянс нет сети в офисе смоленск   контактная информацияназвание организации оао ск альянс сервисный договор от марта г контактное лицо астапенкова татьяна александровна тел моб факс описание проблемы и оборудованияво всем смоленском офисе отсутствует доступ к сети интернет и наблюдаются проблемы с телефониейназвание устройства модель обязательно при заявке на ремонт оборудования серийный номер обязательно при заявке на ремонт оборудования место расположение г смоленск ул октябрьской революции д букреев василийадминистратор сетиоао ск альянс озерковская наб д москва россиятел доб ,2.0
642,не работают интернет и телефоны офис екатеринбург  приоритет высокийдобрый день прошу принять заявку в работу байметова светлана михайловна горячая линия ск альянс срочно добрый день у нас не работают телефоны только внутренние номера никуда нет возможности позвонить и клиенты не дозваниваются нет доступа в интернет просьба помочь с уважением байметова светланаспециалист управления партнерских продажекатеринбургский филиал оао ск альянс г екатеринбург ул сони морозовой д тел доб факс доб ,2.0
643,не поступают звонки на свободного агента  добрый день приоритет критическийподсистема не поступают звонки на свободного специалиста при этом есть очередь агент номер просьба срочно разобраться с уважением георгий чудаевруководитель единого контакт центраоао согаз тел внутр факс единый контакт центр ,2.0
644,не работает линии  здравствуйте не работают входящие линии ссм тишина в линии исходящие звонки работаютнормально,2.0
645,оао ск альянс плохо работает интернет офис хабар  приоритет высокийдобрый день прошу принять заявку в работу заявка на оказание сервисных услуггород хабаровск контактная информацияназвание организации оао ск альянс сервисный договор от марта г контактное лицо цораев а а тел доб моб факс описание проблемы и оборудованияочень плохо работает связь приложения у пользователей отваливаются по таймауту почта вообще почти не ходит название устройства модель обязательно при заявке на ремонт оборудования серийный номер обязательно при заявке на ремонт оборудования место расположение букреев василийадминистратор сетиоао ск альянс озерковская наб д москва россиятел доб ,2.0
646,срочно принтер не получает  просьба проверить подключен принтер к порту циски с мак адресом должен получать ранее работал нормально ранее в этот порт был подключен другой принтер и тоже нормально работал ,2.0
647,не работает авторизация в зум  добрый день подсистема приоритет высокийпри авторизации возникает проблема ругается на с уважением георгий чудаевруководитель единого контакт центраоао согаз тел внутр ,2.0
648,не работает платная услуга белый интернет  не работает расписание у абонентов не работает чёрный список у абонента ,2.0
649,  здравствуйте проблема не записываются вызовы на номер приоритет высокий,2.0
650,ошибка в  при создании экспертизы после нажатия кнопки добавить взаимодействие выходит след ошибка скриншот с адресом ниже экспертизу создать невозможно было около попыток и каждый выходит одна и та же ошибкаспасибо,2.0
651,для евгения кошкина недоступность сервера   сервер недоступен,2.0
652,не выгружаются звонки в скорекард  добрый день приоритет среднийподсистема зумне выгружается звонок в скорекард хотя прикреплённые данные есть подробности в пересылаемом письме ,2.0
653,проблема с распределением вызовов  здравствуйте с сегодняшнего дня не распределяются вызовы на номер площадка го в москве екц с уважением болтнева ларисаруководитель проекта отдела проектирования кисдирекции по развитию информационных технологий оао согаз тел вн ,2.0
654,перенос канала  добрый день иван сегодня орандж перенес на канал с на другую площадку в результате переноса часть сервисов стала не доступна в частности подсеть сейчас стоит постоянный пинг на адрес адреса проверьте пожалуйста маршрутизацию с уважением борис марковзам начальника отдела технической поддержки и системного администрированиязао кб рублев г москва елоховский проезд д стр тел доб факс ,2.0
655,не работает блок питания  не работает блок питания в шасси в логах видно следующее питание на обоих лучах проблемного бп присутствует бп меняли результат тот же в режиме бп также не поднялся просьба помочь оборудование нагружено различными критичными сервисами ,2.0
656,сбой на  после сбоя э п на узле не запуска перезагрузка по питанию обычная перезагрузка не помогает ранее на узле был заменен он запустился нормально заявка в логах   ,2.0
657, недоступна  недоступна альметьеская ,2.0
658,проблема с распределением вызовов  здравствуйте с сегодняшнего дня не распределяются вызовы на номер площадка го в москве пульт дмс ,2.0
659,роме артеменко помощь с  упал на сервере падение произошло после попытки добавить новую группу во внутреннем портале страница зависла а после перезапуска перестала пускать консоль под открыта в для проверки корректной работы необходимо зайти на страницу ,2.0
660,неисправность  неисправен управление возможно только с консольного порта роутер         в системном журнале имеются следующие сообщения         ,2.0
661,выборка на лету  добрый день при проведении задания по выборкам на лету происходит повторный набор номера на который был уже поставлен исход передана инф или номер должнику не принадлежит выборки на лету проводятся с установкой перезвона на исходы связь прервалась и разговор не состоялся файл во вложении с уважением бочкарев евгенийначальник отдела телекоммуникационных технологий о о о доб ,2.0
662, не запускаются ик  коллеги добрый день подсистема приоритет высокий не запускаются новые исходящие компании  заливка прошла без ошибок но списки в не появились  заливка залипла на моменте загрузки компании волна появилась в статуса но в статус не перешла с уважением любимова екатериназаместитель руководителя единого контакт центра оао согаз телефон тел факс единый контакт центр ,2.0
663,исх городская связь  добрый день не работает исходящая городская связь при наборе на сотовые и городские телефоны идут гудки ошибки ,2.0
664,проблема с логинами агентов в  добрый день на протяжении последних трех дней начиная с декабря возникает ситуация когда в иваново специалисты массово не могут зайти в систему выдает ошибку срок действия пароля истек при изменении пароля специалистами ошибку не устранить после изменения пароля сотрудниками мониторинга специалисты все равно не могут войти в систему приходится полностью удалять логин и создавать заново в такой проблемы нет просьба разобраться с данной проблемой с уважением бочкарев евгенийначальник отдела телекоммуникационных технологий о о о доб ,2.0
665,на рекордере не пишется номер  номер не записывается на рекордере все настройки выполнены в сооствествии с инструкциейпри попытке поиска по номеру выдает пустой список,2.0
666, тб хард в  умер,2.0
667,не загружается  после перезагрузки шасси по питанию не поднимается установленный в слоту узла по консоли не отвечает из индикаторов горит зеленым только для доступа на узел сначала нужно зайти по на а затем с него по на если не пускает на укажите вам и мы его разрешим в ,2.0
668,авария азот  на азоте отваливаются оба коммутатора соответственно за ними и все остальные просьба срочно разобраться с ситуацией ,2.0
669,проблема с картой на  не работает карта на карточку пробовал дергать удаленно так же был организован выезд в рамках которого карту дернули физически с двух сторон но она не поднялась лог загрузки после того как дернули карту                                                                     ,2.0
670,ошибка  добрый день при доступе к определенным сайтам получаем ошибку вот пример из лога судя по требуется некий патч просьба предоставить патч   установлен   поэтому не срабатывает к сожалению файл приложить не могу он больше мб даже в сжатом виде с уважением виктор орлов,2.0
671,опять сбой  добрый день с уважением бочкарев евгенийначальник отдела телекоммуникационных технологий о о о доб подробные детали заявки тема не получается войти в раздел программы добрый день не получается войти в раздел управление уч зап пользавателей в программе ни каких ошибок не выдает используемый логин и пароль перелогин не помог ,2.0
672,нет доступа к удаленному серверу  нет доступа к удаленному серверу ,2.0
673,загрузка на  на загрузка ,2.0
674,проблемы с синхронизацией между и  проблемы с синхронизацией между и на станции,2.0
675,неработоспособность модуля в   неработоспособность модуля невозможность снять текущую конфигурацию ошибки в логах ,2.0
676, к альянс петропавловск камчатский  добрый день у нас пропала связь с филиалом в г петропавловск камчатский приоритет высокий формы пока нет будет чуть позже ,2.0
677,нет доступа в интернет  нет доступа в интернет ,2.0
678,переход на срочно  коллеги роутер в филиале техут не делает автоматический переход на запасной канал при потере основного канал пожалуйста займитесь задача критичная в насточщий момент основного канала нет и будет не скоро в следствие этого у нас нет связи с филиалом ,2.0
679,компьютер выдал сообщение о конфликте адресов  коллеги посмотрите пожалуйста оперативно у меня встала вся работа так как практически все что надо было сегодня и завтра и послезавтра делать все это делается по сессии если поможет то были проведены такие эксперименты если я логинюсь на чужом компьютере то я могу использовать если другой человек который может использовать на своем компьютере логинится на моей рабочей станции то не работает с мобильника тоже удается войти терминалом на удаленный сервертаким образом прихожу к мнению что эта беда как то привязана к компьютеру а не к аккаунту пользователя возможно что это как то связано с конфликтом адресов который был с утра подключение сетевой карты проводное так как блок не имеет модуля ,2.0
680,подозрение на неисправность в м  добрый день есть подозрение на неисправность карты в м слоте из влияния пока что удалось выявить только порты и не поднимаются приложилсерийный номер карты ,2.0
681,авария на ядре цод приоритет  добрый день прошу содействия в оперативном открытии заявки приоритета и выезду инженера с зип оборудование шасси супервизор состав сбоя выход из строя одной ноды ядра сети в цод ткацкая по сообщениям в лог перед полной недоступностью ноды была зафиксирована перезагрузка ноды по питанию вторая нода пока работает штатно в цод критически важные сервисы мы с чистяковым выезжаем в цод ждем инженера для диагностики и восстановления работы по прибытии на место откроем аварийную заявку сейчас нет ресурсов для этого телефон для связи с уважением дерюгин сергейначальник управления телекоммуникацийао банк русский стандарт ,2.0
682,не загружается с  не загружается с через удаленный сервер у пользователя ,2.0
683,проблемы с удаленным сервером  почти с самого утра проблемы с удаленным сервером сервер не отзывается ,2.0
684, дня не работает кластер   дня не работает кластер ,2.0
685,не записываются звонки в  добрый день приоритет высокийподсистема не записываются звонки просьба выяснить причину и исправить с уважением любимова екатериназаместитель руководителя единого контакт центра оао согаз телефон тел факс ,2.0
686,вышел из строя коммутатор  просьба включить резервный,2.0
687,сбой на  гурин игорь геннадьевич  тема сбой на дата декабря г получатель  привествую коллеги не работает поэтому сдаю информацию письмом вышел из строя модуль на перезагрузка и переинициализация не помогают висит в состоянии в логах следующее ,2.0
