,Text,Label
1459,ошибка при входе в  при попытке залогиниться в ошибка сервер конфигурации не работает,2
6702,схд и доп секунда координации   необходима ваша консультация по вопросу синхронизации времени на схд сх в связи с дополнительной секундой координации у нас установлены две схд данной модели в системе виртуализации получено задание на время прохождения нового года отключить оборудование от синхронизации времени по аппаратным часам точного времени ачтв в связи с этим вопрос как доп секунда координации повлияет на работу лвк в целом и схд в частности если всё таки необходимо провести отключение от ачтв то как это корректней произвести и потом вернуть чтобы не нарушилась синхронизация данных между схд как может повлиять расхождение времени между двумя схд на их работу в первую очередь синхронизацию данных и работы лвк дисковый массив дисковая полка адрес расположения оборудования,1
1905,программирование номеров  добрый день прошу запрограммировать номера и выход в город должен осуществляться у обоих номеров через городской входящий звонок на должен попадать на оба номера и одновременно кто раньше ответит спасибо тип стандартного изменения изменение настроек подхвата звонков ,3
778,не включается устройство  не включается устройство филиала берд горит только лампочка просим срочно заменить ,2
5859, для серверов процессинга на здании хорена  нужно создать новый для серверов процессинга на здании хоренаци ,3
1970,бэкап  нужно настроить бэкап на ленты ,3
3498,регистрация телефоноа  пожалуйста зарегистрируйте номер телефона за данным человеком тип стандартного изменения изменение настроек присвоения имен за номером телефоном,3
4105,я в сети   контактная информация название организации донстройзаявитель пчелинцев с а тел доб контактное лицо конечный пользователь юрьева алёна менеджер по реализации недвижимостиуправление продаж ао дон строй инвест москва ул золоторожский вал д стр моб офис информация по заявке проблема меня не видно в супервайзире хотя нахожусь в статусе готов это не удобно для всех пользователей секретарей коллег руководства приоритет среднийс уважением пчелинцев сергей тел доб моб ,2
4803,гурб создать и проверить работу ящиков э п гурб создать и проверить работу ящиков э п,5
2155,добавить   жуков кирилл дмитриевич завести заявку доброе утро просьба завести заявку от сколково контакт антон савочкин и назначить на меня текстназвание сети пароль группа интерфейс ,3
900,отваливается диск от  уже в который раз от отваливается прошу разобраться и устранить ,2
64,не работает номер  просьба проверить все ли в порядке с атс у нас были ухудшения связи теперь и вовсе нет соединения или идет сброс остальные пока проверить не успел,2
1729,доступ к папке  прошу предоставить доступ для к папке    внешниекомпонентышаблоныкадровыекадровое перемещение тип стандартного изменения предоставление доступа,3
7000,порядок перезагрузки серверов  добрый день требуется консультация по вопросу порядка перезагрузки серверов в связи с планируемыми на следующей неделе перезагрузками серверов во избежание повторения ситуации с неработоспособностью еарм просим указать актуальный порядок перезагрузок серверов отвечающих за данную систему ,1
303,сбойно работает  проблема с через некоторое время после перезагрузки ситуация регулярно повторяется коммутатор перестаёт откликаться по в результате не снимается статистика не сохраняется конфиг и прочее после перезагрузки восстанавливается ненадолго как коммутатор прибор работает через консоль доступ имеется  ,2
1603,ошибки на атс шасси  коллеги крашится процесс на шасси из за этого теряются хард биты на и появляются ошибки на линках необходимо восстановить корректную работу по ,2
3007,фосагро волга исправление заголовка в личном каби  при входе в личный кабинет в заголовке неправильно написано слово волга в верхней шапке на синем фоне которое прошу поправить заранее спасибо я региональный системный администратор волги мне только что выдали сюда доступ это скорее тестовая заявка ,3
3490,новый пользователь  новый пользователь ,5
2719,   прошу отключить от всех групп внутренний прошу привязать городской для входящих и исходящих звонков к внутреннему тип стандартного изменения изменение настроек присвоения имен за номером телефоном,3
5501,сделать переадресацию с исходящего звонка на внутр  внутренний номер на ,3
4991,схд для команды  коллеги мы купили схд для отд ла пожалуйста пропишите мак адреса для авторизации в сети нужно попасть на устройство ,5
3148,изменение фио сотрудника на внут номере фосагро до  добрый день просьба переименовать сотрудника на внутреннем номере с сухарева ольга викторовна на гневашева наталья васильевна с уважением константин овчаров ,3
3618,подготовка нового пользователя  подготовка нового пользователятип стандартного изменения настройка нового рабочего места пользователя,5
2088,изменение имени контакта  пожалуйста измените имя контакта на телефоне с на тип стандартного изменения изменение настроек присвоения имен за номером телефоном,3
2939,дать имя номера телефона  контактное лицо конечный пользователь намашко ирина анатольевна руководитель группы информация по заявке необходимо сделать следующее когда приходит звонок на номер нужно чтобы на панели телефона секретарей высветилось название ,3
6847,тестирование новых точек доступа  добрый день общая информация владимир юрьев попросил проверить новые точки доступа поставленные псо казань это точки российского производства и должны поддерживать российский частотный диапазон в том числе й канал который предполагается использовать во время полуфинала что бы уменьшить пересечение с сетью на данный момент мы подключили одну такую точку в коммутатор имя мак прошу поставить задачу ответственному по необходимо переназвать перевести на вещание в канале в диапазоне и отправить в группу с для проведения тестов если всё будет так как и ожидается  они предполагают на медиа трибуне установить еще несколько таких точек с уважением олег отдел сетевых решенийооо стэп лоджик доб моб ,1
6119, сервер  коллеги просим настроить сервер для соединения с компанией спасибо ,5
4205,   прошу отключить от всех групп внутренний прошу привязать городской для входящих и исходящих звонков к внутреннему тип стандартного изменения изменение настроек присвоения имен за номером телефоном,3
1293,бриз неисправность оборудования   нет доступа по нет доступа по протоколу до узла нет доступа по протоколу до узла ,2
943,новая заявка  суть проблемы турникеты на выходе из зоны д никого не пускают вероятно зависание контроллера ,2
6186,таттелеком корректировка таймеров на  заявка создана для фиксации работ по корректировке таймеров к рекомендуемым значениям работы затрагивают только платформу ,5
3413,просьба предоставить по  здравствуйте предоставьте пожалуйста след по спасиботип стандартного изменения установка настройка по,3
4376,перевести порт  прошу перевести порт с в голосовой влан контактное лицо конечный пользователь пчелинцев с а приоритет средний,3
4530,обновление по  прошу передать последний стабильный софт для ,3
3035,изменение имени пользователя  добрый день прошу вас заменить имя пользователя на телефоне папина текущее имя прошу заменить на с уважением тихонов александр менеджер по продажам вн моб тел факс группа фосагро ооо фосагро липецк г липецкул п а папина д ,3
6338,проверить логи  коллеги можно ли по логам найти те которые выключались по питанию например за последние недели если да просьба прислать их названия желательно с указанием местонахождения ,1
3629,конфигурация свитча  здравствуйте прошу изменить конфигурацию портов на свитче к сожалению адрес не известен с порты выделить для принтеров прошу назначить исполнителем гайфуллина искандера ,3
3606,создание новой учетной записи  надо сделать новую учетку для специалиста бд низамов тимур выслать ему данные настройки инструкцию ,5
882,  доброе утро процесс рутинга умер на рутере со следующей записью в логах файл кор дампа у нас на фтп                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,2
5829, скорректировать громкость начальной музыки  добрый день приоритет среднийподсистема прошу в стратегии с донабором номера на рп уменьшить на громкость начальной музыки до основного приветствия клиенты жалуются что громко спасибо с уважением георгий чудаевруководитель единого контакт центраао согаз тел внутр факс единый контакт центр ,3
4709,оказание помощи при проведении перенастройки сетево  добрый день просьба завести заявку с высоким приоритетом потапов александр николаевич горячая линия ск альянс  назад здравствуйте липецкий филиал переезжает на новое место просим вашего указания ооо стэп лоджик для оказания помощи при проведении перенастройки сетевого оборудования с уважением филипп коронов ведущий специалистгруппы сопровождения сетевого оборудования и информационной безопасностиоао ск альянсозерковская наб д москва россиятел  доб факс  моб  ,5
4328,настройка каруселей  просьба настроить петраковой ольге карусели в по аналогии с иващенко анной подскажите пожалуйста я ранее делала это сама и было бы удобно так продолжать но с обновлённой версией ссылка не активна где я настраивала карусели отправьте пожалуйста новую ссылку для настройки каруселей если это возможноприоритет среднийконтактное лицо конечный пользователь намашко ирина анатольевна руководитель отдела продаж ао  дон строй инвест  тел вн ,3
5040,добавление портов в  необходимо добавить портов в на коммутаторе расположенным в кроссовой мшу этаж стойка сколтех коммутатор без маркировки к нему подключено устройство с адресом ,3
481,не работает карта на  вышла из строя карта в была в ом слоте пробовали ресит и др слот в том же шасси даже др железку с др софтом в логах ,2
6694,информационный кейс  коллеги мы хотим и дальше блокировать ресурс просьба помочь в нахождении информации на данном ресурсе не соответствующей закону от декабря г фз о защите детей от информации причиняющей вред их здоровью и развитию ,1
3403,изменение номера телефна  прошу присвоить телефону с номером следующий номер ранее этот номер уже был присвоен на его но в связи с проблемами лицензий он был отключен заранее спасибо тип стандартного изменения изменение номера телефона,3
5553,открутить лун  просьба открутить тб лун от сервера и прикрутить тб к серверу ,5
7104,  добрый день сейчас на настроены несколько прошу проверить сообщить актуальные и какие можно удалить по нашей информации назначить на рг лвс емиас с уважением сафонов сергейемиас руководитель отдела инфраструктуры ,1
7163, роутер  открыт ли порт на роутере открыт ли доступ для вк и вк ,1
6298,результаты проверки на сетевую уязвимость  привет просьба завести заявку для банка русский стандарт краткое описание результаты проверки на сетевую уязвимость информация у нас проводилась проверка на сетевую уязвимость и аудиторы прислали результат во вложении вы можете нам помочь проконсультировать и предоставить необходимые прошивки если потребуется заказчик мейланов мурадоборудование  надо приложить в заявке письмо во вложении спасибо с уважением куликова галинаменеджер по сервисной поддержкесервисный департаментооо стэп лоджиктел ,1
7271,инсталляция поставка   добрый день прошу вас открыть новый кейс модель и серийный номер описание проблемы просьба организовать сопровождение инсталляции на сервер работы планируются  имя и телефон вашего представителя для проведения дополнительной диагностики ф и о телефон почтовый адрес стецко сергей необходимо указать наименование компании со еэс сист оператор един энергетической системы приоритет с уважениемдежурный инженеринженер отдела мониторинга и дежурной сменыдепартамент сервиса и аутсорсингат доб м ,1
1245,  коллеги из за ваших технических работ опять не получаем отчеты по просим разобратся спасибо ,2
2338,модернизация узла в зеленодольске  распоряжение от ,3
7260,завести заявку  завести заявку ,1
1628,неисправность коммутатора  добрый день есть два коммутатора  потеряли к ним доступ после этого выяснилось что память приблизилась к после обновления прошивки до рекомендуемой проблема не ушла вывод команды показывает что свободно от общего объема памяти возможно ли отправить их к вам на диагностику и при невозможности ремонта заменить на исправные ,2
4549,проброс влана до площадки череповца  добрый день прошу настроить доступ влану на площадку череповца с уважением харичев александр евгеньевичначальник отдела технической поддержки пользователейволховского обособленного подразделения ооо иц фосагротел   группа фосагровоп ооо инжиниринговый центр фосагро ленинградская обл г волхов кировский проспект д ,3
3470,присвоение номера и имени телефону  добрый день прошу присвоить телефону с номером имя номер если есть доп вопросы прошу позвонить по номеру тип стандартного изменения изменение настроек присвоения имен за номером телефоном,3
4947,нужно создать папку добрый день просьба создать на ресурсе   папку и предоставить доступ на редактирование следующим пользователям дильман романилья гамалинворобьев юрийнестеров романбортников сергейдмитрий лобовдмитрий елесеевсавчук владимир,5
4804, добавить ящик сотруднику  добавить ящик сотруднику,5
2873,переадресация  добрый день прошу установить переадресацию с номера на мобильный через звонка спасибо,3
7212,касательно контроллера  добрый день уважаемые коллеги нам надо проверить работоспособность контроллера прошу помочь с этим вопросом с уважением,1
6505,консультация по  коллеги добрый день прошу проконсультировать по параметру отчета среднее время ответа из отчета   он считается за часа или за рабочее время спп какая формула используется ,1
2674,настроить супервизор   контактная информация название организации донстройзаявитель пчелинцев с а тел доб контактное лицо конечный пользователь андрощук ларисасекретарь отдела продажао дон строй инвест тел вн информация по заявке прошу настроить супервизор долгову дмитрию приоритет среднийс уважением пчелинцев сергей тел доб моб ,3
5630,настройки канала интернет в офисе   марта офис альянс в калининграде планирует переезжать настройки канала интернет в офисе соответственно также изменятся прошу связаться с викторией левачевой ее контакты ниже и согласовав с ней время работ перенастроить канальное оборудование сейчас на новые данные спасибо с уважениемвалерий гарейшин руководительгруппы сопровождения сетевого оборудованиядепартамента сопровождения инфраструктурных технологий и пользователей оао ск альянсозерковская наб д москва россия тел  доб факс  моб   на запланирован переезд сотрудника оомо провайдер должен предоставить белый интернет не адрес ваш адрес технология подключения к оборудованию провайдера может быть прямой предпочтительный вариант либо в первом случае провайдер должен предоставить следующую информацию выделенный для офиса адрес см п  сетевую маску  адреса своих серверов в случае выбора варианта подключения по провайдер предоставляет  логин пароль  другие необходимые данные канал подключения нашего оборудования к оборудованию провайдера должен быть симметричным не тип окончания канал симметричный мбит с ширина интернет канала должна быть не менее мбит с при условии использования в офисе не трафикоемких приложений таких как файловый обмен и т п если в офисе и более рабочих мест ширина интернет канала должна быть дополнительно согласована с канал симметричный мбит с без ограничения по трафику необходимо также предоставить следующую информацию по каждому региональному офису  контакты директора или другого ответственного буйный андрей по техническим вопросам голубева ирина по договорным  название интернет провайдера оао ростелеком номер договора с провайдером договор  контакты техподдержки провайдера электронный адрес телефоны тех поддержка с уважением виктория левачеваи о директора филиала помощник директора филиала альянс калининград оао ск альянс г калининград ул профессора баранова офис ател доб моб ,5
6442,консультация по настройке цод и цод  информация  все из п документа во вложении заявка на оказание сервисных услуг ,1
1219,на текущий момент плохое качество канала от дс свя  на текущий момент плохое качество канала от дс связь работа с дс связь ,2
4654, адрес  коллеги срочно закыть все пинги из банка на адрес спасибо тип стандартного изменения операции над списками доступа ,3
6633,вопрос по прерванным звонкам  коллеги добрый день подскажите пожалуйста можно ли получить от вас информацию на чьей стороне были завершены звонки ниже оператора или клиента за звонок был в в в в заранее спасибо николенко мариястарший специалистслужбы клиентской поддержкиакб инвестторгбанк пао вн ,1
4043,касательно изменении ивр а  уважаемые коллеги следующие изменения необходимы для нужно удалить записи о рабочих часах и филиалах банка по субботам рабочие часы по субботам приветствие проверка счета соединение с сотрудником контакт центра нерабочие часы приветствие получения информации о пластиковых картах и соединение со специалистом проверка счета обменные курсы жалоба предложение,3
4705, обновление по  заявка создана для фиксирования обновления по ,5
6766,поддерживаемые конференц телефоны  добрый день необходимо подобрать конференц телефоны поддерживаемые текущей версией с все направленными микрофонами и динамиками также есть ли возможность использовать конференц телефоны других производителей не совместимы ли модели и с нашим оборудованием и ,1
2635,телефония   контактная информация название организации донстройзаявитель пчелинцев с а тел доб контактное лицо конечный пользователь филькова юлия александровна информация по заявке прошу заблокировать номер тк он неоднократно названивает и предлагает свои услуги что мешает нашей работе приоритет среднийс уважением пчелинцев сергей тел доб моб ,3
7628,сброс консультативного вызова  добрый день при поступлении консультативного вызова специалистам работающих в от других специалистов кц происходит сброс вызова проблема у всех логи во вложении проблема у агента рм поступил конс звонок после приветствия звонок сорвался ,3
6212,вынос приветствий в сабстратегии  коллеги сегодня ночью планируется проведение технических работ операторов связи на канале цод офис возможен также сбой резервного канала просьба организовать заглушку с использованием саб стратегии на время проведения работ,5
2673, сброс пароля  федор добрый день у нас перестал подходить пароль на админку есть у вас возможность сбросить его как то я пробовал через подключение но что то не получается ,3
3672,новый пользователь  новый пользователь ,5
6383,консультация по настройке  добрый день иван проконсультируйте пожалуйста нашего специалиста гаврилова михаила по настройке есть возможность использовать двухфакторную авторизацию динамические группы доступа с уважением белугин ф ю тел факс ,1
411,остановился один из серверов дублированной системы  остановился один серверов индикация на сервере индикация кнопки питания желтыйаварийная индикация на лицевой панели сервера желтый система перешла на второй сервер ошибки по серверному оборудованию                                    ,2
4630,длительность телефонного вызова  просим вас изменить длительность телефонного звонка с секунд до в данный момент у нас входящий звонок распределен между тремя номерами далее звонок попадает на и далее на длительность ожидания на первый номер составляет секунд просим сократить ее до секунд и также между другими указанными ранее номерами это нужно чтобы клиент не ожидал долго на линии успанова оксана владимировна офис менеджертел группа фосагроооо фосагро дон г ростов на дону пр т м нагибина д и оф ,3
6162,расширение дискового пространства с  необходимо расширить диски см вложение минимум на гб каждый виртуалку для восстановления с и с ней диск можно можно на кластеры разобрать ,5
1888,  прошу прописать в телефоны номера не получают телефоны новыетип стандартного изменения изменение настроек присвоения имен за номером телефоном,3
250,  добрый день создал разрешающее правило на блюкоте для пользователя на открытие сайта асдк рф после инсталляции политики у пользователя выдается ошибка помогите плз решить проблему спасибо  ,1
3012,  коллеги просим в системе банкинг вмсето адреса заменить на и пропустить трафик через кроме того удалить из всех мест спасибо ,3
1015,не распределяются вызовы на операторов   утром на операторов не приходят входящие звонки абонент слышит приветствие и длинные гудки операторы залогинены в и но звонки не поступают так же операторы жаловались на пропадание звука абонент перестал слышать оператора во время разговора в у ивановой и ереминой одновременно кц ул победы ,2
2701,переадресация  прошу установить переадресацию звонков с по с номера на через секунд тип стандартного изменения настройки переадресации ,3
5251, необходим доступ в с коллеги необходим доступ в с для пользователя к серверу открыть порты с по на сетевом оборудовании ,3
2961,  мы бы хотели убрать вкладку и добавить несколько кодов завершения в приложение операторов центра ,3
3446,восстановление номера  телефон продолжительное время был выключен и после включение получил левый номер прошу вернуть телефону номер с выходом в город межгород турциятип стандартного изменения изменение настроек присвоения имен за номером телефоном,3
1419,не работает впн в белгороде  не работает впн в белгороде,2
4647,обновление списка контактов по и  просьба добавить нашего нового сотрудника в список контактов со стороны площадок и владимир махинов ,3
5298,выдать права пользователю  выдать права пользователю как и у пользователей и так же просьба сказать сколько подобных пользователей допускает лицензия мой внутренний номер до этого закрыли такую заявку не выполнив ее ,5
1088,не работает точка доступа  при включении горит белый светодиод в консоли пусто ,2
487,проблемы с  большое количество пользователей испытывает проблему с наком в выходные было отключение электричества ,2
980,нет доступа к удаленному серверу  у пользователя нет доступа к удаленке при входе синий экран ,2
6252,  коллеги просим настроить с компанией спасибо ,5
7311,требуется консультация по системе  добрый день столкнулись с такой проблемой не можем опознать сервераих адреса явно относятся к екц ,1
6637,информационный запрос по процедуре расширения  добрый день из за наличия двух стыков у нас сегодня закончились метки на т к расширить на опасно из за карт старого поколения мы решили перенести эти стыка на с новыми картами и расширить метки там в связи с этим возникли вопросы до какого значения рекомендуется расширить на с учетом текущей утилизации на какие ресурсы мы потеряем если расширим диапазон меток например уменьшится количество маршрутов и т д необходимо ли перегружать после изменения если перезагрузка не требуется то будет ли влияние на сервисы кейс можно отложить до р в ,1
1922,сергею некрасову  порты в которые воткнуты устройства с мас и принудительно засунуть в влантип стандартного изменения изменение настроек на портах коммутатора,3
1571,поломка у  добрый день у проблема с оборудованием вот лог     у нас спрашивают можно ли вызвать инженера для обслуживания и будет ли необходимо заменять все оборудывание или только запчасть ,2
225,проверить работу почты необходимо проверить поступали какие либо письма пользователю года после до если какие либо письма поступали то их необходимо повторно переслать пользователю так же у пользователя нет писем с сегодняшнего дня нет писем просьба проверить не дошедшие письма доставить пользователю ,1
2940,пк не получают адрес  пк расположенные по адресу мосфильмовская д корпус этаж подключенные к коммутатору не получают адреса нашей подсети ,3
717,подсистема  приоритет высокийпри прослушивании и экспорте звонков наблюдается рассинхронизация пример в приложении ,2
2514,зарегистрировать телефон  прошу зарегистрировать телефон с и присвоить ему номер на нового сотрудника бойко евгения геннадьевнаконтактная информация название организации донстройзаявитель пчелинцев с а тел доб приоритет средний,3
2982,установить на необходимую прошивку для соеди  необходимо сверить прошивки на текущем стэке и имеющихся привести к одной версии если отличается после этого собрать в стэк ,3
4434,телефония  необходимо чтобы с телефонного номера можно было перехватывать звонки которые поступают на номер ,3
3689,  добрый день нам необходимы следующие ы с уважениеммакаров константинглавный специалист отдела телефонииуправления администрирования системдепартамента информационных технологийинформационно технологической дирекциител вн тип стандартного изменения обновление по на коммутаторе маршрутизаторе,3
4419,новый сотрудник  контактное лицо конечный пользователь крамич елена николаевнаруководитель группы телефонных продажзао дон строй инвест информация по заявке создать добавочный номер и прикрепить к телефону новогых сотрудников телемаркетинга граб алина сергеевна овчинников сергей юрьевич по аналогии с алексеевой кристиной приоритет средний,3
